name,pca_feat
Mulberry,"[-14.87060254248731,-23.056875543535924,-4.9726913090346985,-11.612512237000454,-8.825092201275359,0.05992341560378368,5.4287639437236574,0.12028544601614538,-3.3501683960569077,2.316992055798557,4.280004105153132,-3.2204349723488033,1.9151050167073063,-0.32577352540812576,2.3768268533606647,-2.1316158902455817,1.381647652494956,-1.5111182241240033,-1.70973174125769,0.5775499221920792,-0.753728575928265,-4.027772281928008,-1.8964949255904406,0.8825276570413666,1.256100947064253,0.7589253369435326,1.8348460139713811,1.6741173548930344,0.949058946142319,-1.1177500506549525,2.361602969320773,2.2849903480358336,-0.7282519410595342,-1.681088699149132,-1.9708471966117758,-0.6754841960560185,0.14224082729297724,0.657910947296037,-0.36889909360493456,2.6583067338774153,-0.9221309512857254,-2.243546211846958,-1.5705890220008099,-0.5202379652446517,-1.6280436755467784,-2.3184837160558796,0.41287617720892567,0.41851520224772465,1.2687392342407386,1.2648281527109053,0.8038807367214537,-1.693491009659185,1.3066655418949547,-0.19409497408875978]"
Tomato 3,"[-11.343560892155166,-18.64987300343121,-4.104379687490835,-5.518696166943604,-3.9175320318040505,2.773128601338907,2.864702197261893,4.938199941902436,-0.6444656008010171,-0.30857929759907465,3.051741961806081,-0.09635381250007492,2.460896439909688,-2.107970309710971,7.007138782497564,-5.223121051006041,2.4236123780157905,-2.157050281261057,-1.8728380263406887,1.6557697637928535,-0.41928128670812065,-2.665947941260044,-2.972265253086649,0.08188776691805326,0.8391626681816942,2.378258515023964,1.0267036804949479,1.1259349048541,1.1366683708562786,-0.3268430955147048,2.834408745113937,2.1369947674206715,-0.27624416030324306,-2.561478386772614,-3.0535929797174357,-2.0031853010783824,-0.2540718883689655,1.6303852479979888,1.7396969734986878,0.9570402156022567,-0.4445199304333172,-2.25605356683686,-1.491600307036473,0.013252481066575835,-1.1528615788771863,-0.8952730306240899,0.3272828167675298,2.233793331027014,1.4461409720483476,1.7362645193269013,0.9496228321780396,-1.3652782581648408,0.4861502410649362,1.196709192780078]"
Apple Braeburn,"[0.6425864113897664,-24.173662516132516,1.3525808970047335,-9.034147693416303,-5.626891666874847,3.0346311932465917,2.3541073326866013,0.21935616236727254,-0.30946747529249263,1.4975355120753462,4.505657001759374,-0.9189681492551627,1.4700967544490995,-0.49252369457761996,3.576809029734081,-1.1179710726842627,0.6786635992160631,-0.8498056742857116,-3.0853104428622635,2.055774953144971,-0.8186065713339901,-3.481398500452161,-1.1899827780876502,-0.10002895874411803,1.1567667079602861,0.7503016834381254,1.42202885703489,1.7445016466382324,-0.17734556778294383,-0.9617604886161778,1.4570659133398747,2.11962584927252,0.7561980118925685,-2.1368210856113383,-3.4332048290172046,-0.8602682547293489,0.8110257005906042,1.1651779798111899,1.7851355476673854,1.2432487833868096,0.28328128299920874,-1.5128502453782762,-2.073579652312032,-0.2855593517475101,-1.6430311064420868,-0.6643956180324679,0.5368748593548983,0.1327832602948283,1.29505273445889,2.0850453008852377,0.6554031889752783,-1.7146766919229068,0.6913523515950866,-0.4067366079628566]"
Granadilla,"[-5.985998322460085,-28.296691030105787,-3.3094080720705126,-8.53196317018871,-11.8770169145637,2.9866411992691764,0.3078476128319769,-0.44272529143153366,-2.183209411448595,0.618453067042369,3.601001752767667,-1.4942095342546888,-0.154349290646283,1.3541730095762496,4.888446707935723,-1.0119297792411388,1.3866494595980854,-0.1929500752433757,-1.1368069401139653,-0.32912237061622346,0.14686299689115034,-2.9995813177726545,-0.19933364457661956,0.9073962265866876,1.575949867932354,0.30895267330928705,2.5015136586603677,0.23459075317536207,1.2583021643255772,0.5551049194199681,1.777185078836523,1.209313868527072,-0.4296300283926493,-1.8015508998697143,-1.432105542107981,-1.7100265434332471,1.2039326712933363,0.1641545129280368,0.9941935901291759,1.5922560901482146,0.7862274340692035,-1.2949934808021304,-2.3120567910954564,0.08387624210907302,-0.2986788013789321,-0.7899823953906853,1.3186285379406488,0.7143201984048323,2.0120368992846234,1.5051728423203306,0.2886096388104233,-2.014614485213216,0.9109382584598246,-0.32150993956032403]"
Pear Forelle,"[-14.59658198808908,-25.921286461663236,-0.4262064697359477,-6.972298875486694,-6.244616999996125,3.9723107728674134,6.192517159999354,6.02173986846273,1.8833822111184133,1.1561556652692357,2.138092814733059,-1.9095641468328226,2.3638657739424334,-1.204569037854455,2.816710729799341,0.6038728169688271,-0.3496732805714106,-3.5248808961417977,-1.4634028312475231,1.5529317931008197,-1.5534011628312439,-3.8491002472682636,0.5876311711707729,0.5087669835953942,0.8619036479300962,0.4147290271859189,0.7908176560243261,-0.8458641445158196,1.271832507008286,-1.5840167193815955,2.2831784497776684,2.6175837078290725,-0.9797775511258577,-1.9099670303768064,-1.7576041534820503,-1.5788239841721687,1.084331590010543,-0.3048853175424637,1.0011274695442383,2.4502706786086157,-0.26813346514681263,-0.9786496700413141,-2.0325403478665716,0.12197823185289138,-1.094569958824656,-1.2330179598337543,0.5371514423320719,0.7946939867233869,1.379507909085741,1.9413966813107875,0.9784391156791781,-2.156673669101367,0.5060834996285243,-0.6283396800439822]"
Mulberry,"[-14.412781354690527,-25.182455907994168,-7.916217068071369,-6.108183675214561,-5.205164098259285,4.748513763554339,1.3989448510976992,1.0738973041861741,0.5425390642182241,3.8830546477560905,1.618322993344724,-2.2237204398600303,2.1112867681631773,-0.2684699746072087,2.8076301905124508,-0.3327191114541338,0.736393003659342,-2.4502103983134673,-1.9614541359420241,2.305931393495402,0.07599211291632686,-5.175330399614601,-1.5569089916188492,0.2850115570688616,2.7110880235729664,0.15328769538348228,1.197802113368241,-0.1012580945275915,0.22932403341688515,-0.6961200493297734,0.5919802124588933,1.4289996030233667,0.9221940746076066,-2.1681850068571284,-1.2100986218205532,-1.434440764931122,0.5735837120636612,-0.23402329276042416,0.9743781016967998,1.9431994015195089,-0.2569912525976709,-1.444786240518489,-1.0053604108698668,-2.05313500337691,-1.8258286634910186,-1.422177604513805,1.9144119783847349,-0.0147920842582885,1.3698289527117802,2.242903277842631,1.0941720452091337,-1.6167999276944909,1.4580556844535593,0.09852923664709834]"
Pepper Orange,"[-16.823246314826683,-21.77323479714776,-1.459431496037278,-12.01891339485025,-7.862631274949641,3.449583111167962,0.36989956360025145,4.012953120571284,-1.1859147867041486,1.8261642280257244,3.714991269449135,-1.6877860841918997,1.234359935337699,-0.7600529379448898,5.503405134162637,-2.135289634938402,0.5710281069854498,-3.45638590022232,-3.5875737150610942,-1.1881734443467062,-0.29251810333441447,-1.1062476135301407,-0.8878677451124084,-0.6339208438885814,1.2122511890526178,0.2708057268858913,1.0213275733434983,-0.06611968927087555,-0.5758427107593941,-0.9760871783000724,2.48160669509733,2.7529459554066973,0.18537978455882653,-2.829587430866876,-1.7953232852446253,-0.6698992368797194,0.9069847782707389,1.807018930861644,0.5976001029246952,2.404553467752096,-0.47817855515760477,-1.2191135053132394,-2.35322854435417,-0.687073186447549,-0.91693819309912,-2.239691304576724,0.37768639300190093,0.7022629679644286,-0.1484236898440563,2.0828666103199596,1.6326324831756995,-1.3627283777725823,-0.08084031623213109,-0.8533646010183512]"
Tomato not Ripened,"[-12.567894533401809,-21.621623326702114,-8.147027393762084,-14.292495596536655,-7.3830509336184456,3.0673124814447417,1.3077399965716607,4.066233697710776,-3.6668362025148467,6.184933867667985,2.1779160701991374,-2.8211828392190323,3.0405635202309074,-1.2256931097670334,1.828299170510089,-1.7350706752083205,0.3182309062689624,0.045126465690835005,-3.2272454836945856,2.3616735271395246,-1.2684442077437155,-1.2525082172046447,-1.1384233047499623,1.6820397412897106,0.6922901029036216,0.8279543570932172,1.6421248882039772,1.2298499358574326,1.546863584459695,-1.138847801208795,2.4928848059064017,2.239824683874685,-1.8265935874543602,-1.5306944786393186,-1.669084807118379,-1.410521917827971,1.1049896116065885,-0.5017577000037882,1.0504387955727414,2.466230692795517,-0.1894033403461744,-2.8939615286559253,-2.4731745950320643,-2.0871566930492924,-2.3192496170956676,-0.7733806952725073,1.6526982638316114,0.25254473286294177,2.0425592329430655,1.0468765369223625,0.04208719041521827,-0.8298081360216885,1.240888951905234,0.26645950313867656]"
Carambula,"[-1.1402032918395981,-28.88097036194087,-10.086786854350848,-7.277021619835291,-7.293955803652754,-1.3670962631860342,1.1298413030049455,3.781937173846534,-0.7888551288096289,0.5698135644840653,1.9491579555929837,-1.6145518000143408,0.5400805465561679,-0.32609881470849017,4.2704748161332695,-0.9452678776717576,0.16027763247111976,-2.186724606978156,-1.0243299581186878,0.2759680974827758,-0.6032565813083798,-3.3806938058583027,-0.5170348758711967,0.2994246014769012,0.9679052116428507,1.7637011786514543,2.6321173502659363,-0.19546930779782998,1.0110157200503052,-2.10537342470412,0.6636217427721783,3.3028203965284506,-0.4764863071847094,-2.0252286034511267,-2.382633076594962,-1.4065282425489103,1.5435939117883886,1.307777187713387,0.9996180521317619,2.7419862633921968,0.8558771096811019,-1.0172489106920801,-0.9682863481469091,-0.8069686307494404,-2.059804513534356,-0.9695096053646982,1.4671290497263645,1.4524448612774674,1.0934530558062054,1.3449932707730314,0.7487641162331853,-1.5163133623013083,0.9123498482033905,0.04230338690866663]"
Fig,"[-18.28509819394065,-20.859972137228116,-2.498824128473199,-13.81943200855877,-3.72645483575418,1.4272015162800413,-7.365842252219152,1.6942168804262794,-4.860520389513801,-1.0286271158497577,2.7404907655019977,-1.6298738413410023,-0.809119908332229,2.0254033759058494,1.9374016015586815,-0.1955642476545095,0.01759442152595605,-1.6305552386087856,-1.966963486098901,0.24184877142402203,-2.6390282466313053,-2.435261016862819,-0.6546124167937324,-0.41561403267782976,1.7117369682084265,1.1205253932202646,0.18574105711986102,0.16694676623631263,0.010935025379043072,-0.4155110633323045,2.084476797360906,1.6119613808346442,-2.136056256069877,-2.5116730903248485,-2.831388638428877,-2.3611159849653824,0.3984743143938249,-0.38665350409627713,1.4268412195657991,2.3131751666876785,-0.28186422042548326,-1.0763296177849457,-0.993838422274466,-1.3547662545327157,-1.70698980288455,-0.42982186612879764,-0.2473473651396378,0.2875733637269785,0.9132484149253776,2.56320884735295,0.9209820680089099,-0.6622862322543236,-0.5750326814004764,0.47825056177410386]"
Tomato 1,"[-16.688263083401125,-24.004637863954837,-0.21412131540286608,-5.857141102107606,-6.693532925176564,2.8299196147788304,-0.4474143255476645,3.6845779090429396,-0.18741233552757575,0.1281579019323239,5.0011171685017555,-2.7213025818765284,2.1992101923588736,0.5804818334104348,4.3034296629704025,-4.414387755824863,-0.9905022452628097,-3.691648276416702,-2.84833517619015,0.5320193523759722,0.019579012370819344,-3.151133949591653,-0.7007421881235102,-0.22475719924308551,1.6663853821801276,1.1124322051855455,2.667328284857396,-0.4948806481499525,0.9127218031992076,-1.037190434048466,0.30231116071641884,1.5772079630820521,-0.24141774566566734,-3.198541352112748,-1.851916483287698,-0.7085932799772018,0.7077287219720136,1.0407446004515364,0.23209151017989726,1.5967963383618882,-0.10972842527860674,-2.4111059898372456,-2.459561279454732,-1.9669827365085206,-1.5551314818863005,-0.9430326692546778,0.7969525859353215,1.0826484432326366,1.804087842672966,1.949343096995094,0.5292107409529163,-1.07240204798161,0.9488371503175769,0.38435284762244504]"
Apple Red Yellow 2,"[-17.326072076722618,-22.097114737268758,-3.0219850075045307,-12.830293354632085,-8.149574322893466,1.1056038731735776,1.8252649253953577,0.7856406188338867,-2.1113695500092318,1.271291443590899,1.907487227348233,-2.541442774763409,2.3259501929217103,-0.23317918799891257,5.080901321663928,-1.024010489789855,0.20248277929489658,-2.856234260743772,-3.114722040018348,1.9249405962789587,0.6222005885599915,-3.2621151789463774,-1.1951623614671651,0.8441977495454261,3.0469534511920164,0.037103006046279925,1.1950388520333097,-0.5659294809530777,0.9963782620363905,-0.28819463592676225,1.0767493139990219,1.739154141905745,1.1037855213589833,-1.8410390570990123,-1.0541303676978846,-0.1145703119431979,-1.0651133713138903,-0.7236810366874982,1.3067444763340654,2.2340216667882697,-1.3252442957432544,-0.43393816299726135,-2.2098497955871483,-0.7190523150517432,-1.144039030131359,-0.9246571122908825,0.44706063282910274,0.09344799728750752,1.3213268906965907,2.5809714728004356,1.0699579683059364,-1.9587032420758062,1.7451922130894097,-0.5398310265566529]"
Apple Pink Lady,"[-13.038728858101015,-24.02802142065814,-1.2065120463587324,-11.006491032934527,-10.252396452585327,3.680296931080195,4.33842899205899,5.4911218506829895,-0.5138746805576934,-0.18192767964498416,4.2141894197004985,-1.928624641398795,1.235503227990649,0.4300652658882855,2.3734983401937573,-2.2602645060427293,2.306754785780265,-2.3309908443545577,-2.2067869374728493,0.8327803269411727,0.7504598033197889,-3.3120090140383454,-3.555962662586118,-1.8298421819394137,1.3484251353309054,0.7890947183453791,0.08837444359500879,0.927267325284602,-1.096616142090072,-2.374209819010531,1.8166915642252153,1.3319440311319304,1.2100481831235739,-2.095933867833087,-2.746512284695305,-1.8406261676141067,0.28342685373079207,1.1395083855390942,0.3211608618059553,1.3546948527337173,-0.48546344010804177,-1.6572603768913687,-1.8157771930678812,-0.5353046468065379,-1.368147453162822,-1.0287631804277975,2.0856832714775537,1.1266967691638967,1.501319711832783,1.5454612402975563,-0.21975853129533143,-0.4206966090521133,1.144342672216226,-0.20134626797973673]"
Papaya,"[-3.394267141907701,-28.318518408520074,2.272705092258495,-11.264298907882738,-8.766253581880488,3.4841061243745455,2.1338165123956814,3.2621550404253243,0.15848101661046166,0.861108681356322,0.860183052819318,-1.6668935104798168,-0.40407092624457847,0.5777193160599695,3.782358515922855,-2.208127516903971,0.4995055432446172,-2.6127813345808386,-1.0955370090968808,2.3234484142056098,0.6154776946016212,-3.9717138115288533,-3.2872554210032194,0.3466627350534057,1.0507943964188688,0.8908901612348458,1.9009063253673217,-0.06509410325439777,0.7006856711916195,-0.8283940512911566,1.9632483949003599,3.1820887363843418,-0.385534018904053,-3.399013028126182,-2.1071986448321236,-2.5133284699546,0.9273796869673901,0.7833739629692387,0.30744755493643566,1.480963348509107,-0.6082639826490002,-1.739634673424229,-2.3188561844227578,-2.1220266130411933,-1.8991593766096435,-1.1836339978823112,0.36314034763460656,-0.11837485786046195,1.771380253304458,1.5389833404800093,0.7543690654617036,-1.273260751541372,0.691974940893946,0.4026432768868745]"
Passion Fruit,"[-2.6425880838504705,-26.614220544808248,-7.23641682109483,-11.684609015668729,-10.235689674254873,-0.9795160406495168,1.963816609606857,3.795939465521145,0.8740332076144803,2.8224003724868516,2.6255804549404353,-3.0025965327844717,-0.04139163952408035,0.018325262800991626,4.493449251292169,-0.4859910673984862,0.7824173109943983,-0.9726560932238718,-2.8560278325024164,0.44727615718621927,-0.7965646038729484,-5.315920794150956,-1.4466908228144058,0.25343571263480713,0.5158219934392912,1.9021135424978435,1.2583981177624242,1.2080586602026777,1.9378293216719735,-0.906402864412865,1.6997116959574485,2.7299859827681834,-1.0778786476937223,-2.8544293631262074,-2.6374768509531665,-1.3275973046131995,0.5711394270257124,-0.6341020266643582,0.3274713245519524,1.239073698436303,0.5298424247567548,-1.6566496704072928,-2.297253941931942,-1.4946160005912235,-1.8836458067887263,-0.4784288046446657,0.837744718945635,0.9097913146972043,0.24639501328402028,1.2282629726350025,0.49259134982148395,-0.5351134047564586,0.06423983846470388,0.22910582048926698]"
Pepper Green,"[-11.971590062426335,-23.427138219862687,-8.187867452455082,-11.376910139830096,-10.103575196102522,1.1149337619385022,2.191564245771046,2.55543555849079,0.07019634697869202,1.031755275974944,3.503943628103596,-1.7050180506580075,-0.22579304989393292,0.6606321042589606,0.8277328128679997,-0.32347741300428967,-0.9138844846554123,-0.5428271292879657,-3.454889088590189,2.7320136391428584,-2.2687359219487893,-1.8375887225270897,-3.194783694509107,-2.108499000260958,2.6486886766759823,1.1984945973259318,0.38283626198705567,-0.2613058675869897,2.2712372876111626,-2.1345966341122207,0.2783577546021901,1.119199874153391,1.1073297798969688,-4.12070687206649,-3.069826785145126,-1.183675283217556,0.7818800520732899,-1.0132894276235556,0.6550319063280889,-0.8938410091549948,-1.144964906947676,-0.2690294953177427,-2.157382699309008,-1.0570881273822457,-1.1769751075995376,-2.62220188971313,1.1161692150162037,1.7972531274464814,0.9501217927008396,3.7465735822982653,1.8356847515199068,-1.6712423070833216,0.2702257819733023,0.36427177844973946]"
